flybase_gene_id	flybase_symbol	TSS.rep1.mef2_06to08h	TSS.rep2.mef2_06to08h
FBgn0003277	RpII215	2.805406874	5.065716882
FBgn0003278	RpI135	1.051954918	2.68214125
FBgn0003279	RpL4	1.661875967	4.037445482
FBgn0003285	rst	3.359122139	5.86751004
FBgn0003292	rt	2.435320962	4.180652649
FBgn0003295	ru	-1.955574386	-1.536983458
FBgn0003300	run	3.204131967	5.31742346
FBgn0003301	rut	2.206313296	3.850102064
FBgn0003302	rux	-0.0347446	1.92167646
FBgn0003308	ry	1.308478512	2.993801535
FBgn0003310	S	2.792993048	5.637779077
FBgn0003312	sad	2.092788635	2.735553403
FBgn0003313	sala	1.86772208	2.25972422
FBgn0003317	sax	0.753582549	2.994468574
FBgn0003319	Sb	0.81525466	1.793406216
FBgn0003321	sbr	-0.059663546	2.127021682
FBgn0003326	sca	4.157969355	5.945567491
FBgn0003328	scb	2.595607615	4.582357124
FBgn0003330	Sce	0.272694601	3.128292736
FBgn0003334	Scm	0.257351171	2.848727451
FBgn0003339	Scr	0.082861795	1.962458179
FBgn0003345	sd	2.380709002	4.482651865
FBgn0003346	RanGap	-0.013161878	-0.897709837
FBgn0003353	sei	-2.869844512	-1.433762738
FBgn0003356	Jon99Cii	-0.955574386	-1.691560495
FBgn0003357	Jon99Ciii	-4.726809882	-2.706060065
FBgn0003358	Jon99Ci	-0.494600603	-1.665088284
FBgn0003360	sesB	1.952341761	4.93259186
FBgn0003366	sev	0.925437578	2.167530522
FBgn0003371	sgg	2.328668576	4.325774612
FBgn0003372	Sgs1	-0.729065856	-4.062203875
FBgn0003373	Sgs3	-1.308246005	-2.137492002
FBgn0003374	Sgs4	-0.955574386	-1.75408158
FBgn0003375	Sgs5	-1.898990858	-2.734629217
FBgn0003380	Sh	1.863509828	0.964268336
FBgn0003382	sha	-0.314028357	-1.713255566
FBgn0003383	Shab	0.603509483	0.812265243
FBgn0003386	Shaw	0.340475077	0.578393325
FBgn0003388	shd	2.869193467	4.924435268
FBgn0003390	shf	1.617584668	3.170855471
FBgn0003391	shg	3.498453874	5.670906685
FBgn0003392	shi	2.575459192	4.585394716
FBgn0003396	shn	1.127481354	2.930600624
FBgn0003401	shu	-0.384417685	-0.379470592
FBgn0003410	sina	0.200544816	-0.925151123
FBgn0003411	sisA	-0.491332889	0.385255102
FBgn0003415	skd	1.159902831	3.952195504
FBgn0003416	sl	1.032990719	2.674761719
FBgn0003423	slgA	-0.02686568	2.223847184
FBgn0003425	sli	2.70179661	5.31042482
FBgn0003429	slo	-0.365558658	-1.734629217
FBgn0003430	slp1	3.067970657	5.555246478
FBgn0003435	sm	1.652419083	3.879006794
FBgn0003444	smo	0.990826224	3.28686397
FBgn0003447	sn	2.906813613	5.114497536
FBgn0003448	sna	3.743457138	5.607228562
FBgn0003449	snf	0.712443854	3.076860163
FBgn0003450	snk	-0.483953359	-1.647166376
FBgn0003459	stwl	2.381548999	4.332655742
FBgn0003460	so	-1.378517084	-0.418542001
FBgn0003462	Sod	-0.287556146	1.150789848
FBgn0003463	sog	3.502836784	5.347264561
FBgn0003464	sol	1.296245232	3.502148346
FBgn0003475	spir	3.140468857	4.880143538
FBgn0003479	spn-A	0.104967156	1.750997305
FBgn0003480	spn-B	-0.328035215	0.315358919
FBgn0003482	spn-D	-0.140963648	-0.258601088
FBgn0003483	spn-E	-1.681399423	-0.260983739
FBgn0003486	spo	-0.577062763	-1.251237699
FBgn0003495	spz	2.43729253	3.333611644
FBgn0003499	sr	2.144750606	4.536482344
FBgn0003501	Src64B	2.228729955	5.025258966
FBgn0003502	Btk29A	3.514690624	5.994708284
FBgn0003507	srp	0.979330586	2.572882105
FBgn0003510	Sry-alpha	0.05096846	0.540905972
FBgn0003511	Sry-beta	0.505399397	2.35962279
FBgn0003512	Sry-delta	0.353674575	2.262321331
FBgn0003513	ss	1.269985314	3.751498154
FBgn0003514	sqh	1.47416256	3.724482998
FBgn0003515	st	-0.296954844	0.492236681
FBgn0003517	sta	2.67514171	5.131225063
FBgn0003520	stau	1.409998181	3.118368371
FBgn0003525	stg	0.888600809	2.966284682
FBgn0003527	stil	-0.81410196	-1.92018487
FBgn0003545	sub	-1.268940468	1.327146981
FBgn0003557	Su(dx)	0.956915809	2.818039881
FBgn0003559	su(f)	-0.162025264	1.396555002
FBgn0003567	su(Hw)	0.328472553	2.299961351
FBgn0003575	su(s)	1.244938935	3.178503444
FBgn0003598	Su(var)3-7	1.53057796	3.01368789
FBgn0003600	Su(var)3-9	0.762025883	2.886914956
FBgn0003607	Su(var)205	0.650006146	3.014963986
FBgn0003612	Su(var)2-10	1.21188236	3.912529366
FBgn0003638	su(w[a])	-0.162025264	1.255536423
FBgn0003651	svp	2.500939749	5.056140574
FBgn0003654	sw	-0.992100262	0.261203149
FBgn0003655	swa	-1.442133183	-0.528521879
FBgn0003656	sws	0.170750213	2.3439005
FBgn0003659	Sxl	3.284362007	5.657271128
FBgn0003660	Syb	1.081428773	3.245077444
FBgn0003676	T-cp1	0.998439409	3.156060661
FBgn0003683	term	-0.799455184	-1.526872142
FBgn0003687	Tbp	1.001950471	2.176228558
FBgn0003701	thr	1.392043229	3.130691649
FBgn0003710	tipE	-0.053500807	-0.141275446
FBgn0003714	tko	-1.162025264	1.533771618
FBgn0003715	CG16778	1.589587106	2.922097439
FBgn0003716	tkv	3.049294106	5.44367207
FBgn0003717	Tl	3.741242744	6.365623344
FBgn0003719	tld	1.316022033	2.104154511
FBgn0003720	tll	-0.05438454	1.249740131
FBgn0003721	Tm1	1.749874695	4.231342419
FBgn0003731	Egfr	0.496937819	1.276212343
FBgn0003732	Top2	0.360876269	3.015323988
FBgn0003733	tor	-0.365558658	-1.181502803
FBgn0003741	tra	-1.050993951	-0.042025993
FBgn0003742	tra2	0.795746501	2.831266205
FBgn0003744	trc	1.054630788	3.102426827
FBgn0003747	Tre	-0.577062763	-0.715337878
FBgn0003748	Treh	0.799085723	1.699484149
FBgn0003749	trh	1.864990655	3.888886525
FBgn0003751	trk	-0.655065275	0.352833624
FBgn0003861	trp	0.159902831	-3.252028434
FBgn0003862	trx	1.29365422	3.970217603
FBgn0003863	alphaTry	-1.577062763	-1.817091377
FBgn0003865	tsg	-0.451531881	-1.988203294
FBgn0003866	tsh	1.712822863	4.041225715
FBgn0003867	tsl	2.683770735	4.571648725
FBgn0003870	ttk	3.303925969	5.554414862
FBgn0003882	tub	0.769387651	3.151199763
FBgn0003884	alphaTub84B	4.086102055	6.461500795
FBgn0003885	alphaTub84D	-0.214492684	2.171917839
FBgn0003886	alphaTub85E	1.859036352	2.585810796
FBgn0003887	betaTub56D	3.241838913	5.741237674
FBgn0003888	betaTub60D	3.730916514	5.725611641
FBgn0003889	betaTub85D	-0.577062763	-1.454521298
FBgn0003890	betaTub97EF	2.843269036	3.819299362
FBgn0003891	tud	1.652671634	2.941407379
FBgn0003892	ptc	3.506602261	6.027566356
FBgn0003896	tup	2.925437578	5.210317053
FBgn0003900	twi	3.307944715	5.26851386
FBgn0003941	RpL40	1.039608598	3.663326824
FBgn0003942	RpS27A	1.445421251	3.920031846
FBgn0003943	Ubi-p63E	1.898790738	2.477484546
FBgn0003944	Ubx	0.071464867	2.095899418
FBgn0003950	unc	-0.262954173	0.674761719
FBgn0003961	Uro	-1.627688836	-1.498643851
FBgn0003963	ush	2.150064639	4.58760977
FBgn0003964	usp	0.129491518	2.711520269
FBgn0003965	v	0.538414454	-0.00410092
FBgn0003969	vap	0.752642683	3.117831154
FBgn0003970	vas	-0.205093986	1.512311838
FBgn0003975	vg	-1.475183149	-0.956116617
FBgn0003977	vir	-0.233578525	1.769398593
FBgn0003978	vls	0.814127994	2.644599749
FBgn0003979	Vm26Aa	-0.786516129	-2.194654171
FBgn0003980	Vm26Ab	-0.737527435	-1.936672993
FBgn0003984	vn	3.111972192	5.777111743
FBgn0003986	vnd	1.147572029	3.236558235
FBgn0003996	w	3.171185542	4.648270955
FBgn0003997	W	3.533243499	6.174084245
FBgn0004003	wbl	0.393790891	1.764647223
FBgn0004009	wg	2.445055643	4.832457246
FBgn0004028	wupA	2.117524229	3.040243394
FBgn0004034	y	-1.483953359	-0.304278662
FBgn0004045	Yp1	-0.10757748	-1.495163282
FBgn0004047	Yp3	0.05096846	0.154287945
FBgn0004049	yrt	0.517574111	3.025668881
FBgn0004050	z	0.640528672	3.002776156
FBgn0004053	zen	-0.407137761	-1.737768924
FBgn0004054	zen2	0.08590225	-1.18558629
FBgn0004055	uzip	2.653366977	5.373336504
FBgn0004057	Zw	1.003984688	2.722528138
FBgn0004066	Pros28.1	-0.141326271	2.336154883
FBgn0004087	Dhfr	-1.162025264	-0.442807877
FBgn0004101	bs	-0.144103356	2.565827348
FBgn0004102	oc	0.048541722	2.481059334
FBgn0004103	Pp1-87B	0.292738514	2.782599461
FBgn0004106	cdc2	0.19705583	2.373297727
FBgn0004107	cdc2c	-0.262189426	1.799089854
FBgn0004108	Nrt	3.677703427	5.785375525
FBgn0004110	tin	1.839977089	3.688344691
FBgn0004117	Tm2	0.696698049	1.899193286
FBgn0004118	nAcRbeta-96A	1.995516013	2.453919749
FBgn0004132	boca	2.365662432	4.485696532
FBgn0004133	blow	1.376394651	3.533175242
FBgn0004143	nullo	-1.746987764	-0.856619741
FBgn0004145	Vha16	2.231393874	4.702379696
FBgn0004167	kst	1.958572025	2.292573099
FBgn0004168	5-HT1A	1.572684357	2.095035867
FBgn0004169	up	1.645329658	2.748134906
FBgn0004170	sc	2.167895622	2.98887031
FBgn0004171	Mst98Cb	-2.483953359	-2.534691646
FBgn0004177	mts	1.815528338	4.530238591
FBgn0004179	Csp	0.17139847	3.154452177
FBgn0004181	Peb	-1.314028357	-1.612400958
FBgn0004197	Ser	1.986204667	3.676764072
FBgn0004198	ct	0.276095849	-0.421606675
FBgn0004227	nonA	1.071093564	3.490697417
FBgn0004228	mex1	0.44530505	0.470403221
FBgn0004237	Hrb87F	1.582292997	4.180300242
FBgn0004242	Syt1	0.278547328	-0.258601088
FBgn0004244	Rdl	-2.079563103	-2.52758476
FBgn0004359	T48	3.619829286	5.462541103
FBgn0004360	Wnt2	2.513323474	4.766566445
FBgn0004362	HmgD	1.422937237	4.354710912
FBgn0004363	porin	2.259438505	4.560751064
FBgn0004364	18w	4.138923388	6.459251649
FBgn0004366	rdgC	-0.413564031	-2.080125783
FBgn0004367	mei-41	-0.30936698	1.213430568
FBgn0004368	Ptp4E	3.316427	5.95365678
FBgn0004369	Ptp99A	0.360652959	2.560774889
FBgn0004370	Ptp10D	3.527028978	5.6252815
FBgn0004372	aly	-1.483953359	-2.37508683
FBgn0004373	fwd	2.685100187	5.335555633
FBgn0004374	neb	-0.222779295	1.919358877
FBgn0004377	Klp54D	-0.223425808	-0.232128876
FBgn0004378	Klp61F		
FBgn0004379	Klp67A	0.246780282	2.474297137
FBgn0004380	Klp64D	-0.212906433	1.150970016
FBgn0004381	Klp68D	0.007899738	1.831754488
FBgn0004387	Klp98A	1.911404519	4.457851363
FBgn0004389	bnk	0.422937237	-1.569163864
FBgn0004390	Gap1	2.916183569	4.963755352
FBgn0004391	shtd	-0.074562422	0.980864847
FBgn0004394	pdm2	3.209808686	4.886412945
FBgn0004395	unk	1.261427058	3.761375667
FBgn0004396	CrebA	2.296067427	4.594343037
FBgn0004397	Vinc	0.785507316	1.848528787
FBgn0004399	psq	1.609033529	3.370236671
FBgn0004400	rhi	-1.746987764	-1.73123064
FBgn0004401	Pep	3.122319648	5.410925593
FBgn0004403	RpS14a	1.853177143	3.689237042
FBgn0004404	RpS14b	0.275506873	2.742400436
FBgn0004406	tam	0.445657314	2.217904044
FBgn0004407	DNApol-gamma35	0.961803323	2.909414324
FBgn0004419	me31B	0.738624392	2.882383005
FBgn0004429	LysP	-0.255134668	-0.647166376
FBgn0004432	Cyp1	0.947599228	3.716931173
FBgn0004435	Galpha49B	0.781197545	3.177121781
FBgn0004436	UbcD6	1.112008141	3.587870255
FBgn0004449	Ten-m	3.26778283	5.650721382
FBgn0004456	mew	2.299878841	4.616685653
FBgn0004462	Pk17E	0.443695797	2.135735503
FBgn0004463	RpIII128	-0.026047594	1.862161687
FBgn0004465	Su(P)	-0.725926149	1.85431114
FBgn0004507	GlyP	2.240392749	3.896276856
FBgn0004509	Fur1	3.829562497	6.034480896
FBgn0004510	Ets97D	0.27654775	2.783362205
FBgn0004511	dy	2.409998181	3.356665486
FBgn0004512	Mdr49	2.035380474	3.395719437
FBgn0004513	Mdr65	-0.86656938	-0.518842279
FBgn0004514	TyrR	0.230292159	0.872840683
FBgn0004516	Gad1	-1.992100262	-2.232128876
FBgn0004551	Ca-P60A	0.604935071	2.193711119
FBgn0004552	Akh	0.564956242	-0.215450135
FBgn0004554	Edg91	-0.220918953	-1.473136976
FBgn0004556	Dbp73D	0.013292997	2.48528392
FBgn0004567	slp2	2.995673435	5.125111699
FBgn0004569	argos	3.811235679	6.479208958
FBgn0004572	5-HT1B	0.870396214	-0.354985624
FBgn0004573	5-HT7	-0.205093986	0.977985215
FBgn0004574	Rop	1.332739428	3.600163129
FBgn0004575	Syn	-1.354670342	0.255972085
FBgn0004577	Pxd	0.039608598	-0.408379516
FBgn0004580	Cbp53E	0.516046641	0.632941543
FBgn0004581	bgcn	0.057652773	0.366772815
FBgn0004583	ex	3.240333102	5.6961931
FBgn0004584	Rrp1	-1.845551599	-0.827738621
FBgn0004587	B52	1.624158369	4.110042438
FBgn0004589	Eig71Eb	-0.407137761	-1.509662852
FBgn0004590	Eig71Ec	-1.407137761	-2.60493814
FBgn0004592	Eig71Ee	-1.384417685	-1.481156424
FBgn0004593	Eig71Ef	-1.536420778	-2.097827785
FBgn0004595	pros	-0.842407329	0.776641333
FBgn0004597	CycC	0.354224487	2.243486228
FBgn0004598	Fur2	-0.162025264	2.064036122
FBgn0004603	Src42A	1.316022033	3.998000759
FBgn0004606	zfh1	3.978887369	6.095539069
FBgn0004607	zfh2	-1.08607641	-0.898705143
FBgn0004611	Plc21C	2.066793427	3.094942522
FBgn0004618	gl	-1.384417685	-1.626988494
FBgn0004619	Glu-RI	-0.100624719	1.047207342
FBgn0004620	GluRIIA	1.458561147	1.748134906
FBgn0004622	Takr99D	1.487067574	0.920518134
FBgn0004623	Gbeta76C	-2.358422476	-3.245425699
FBgn0004624	CaMKII	0.469479823	2.959048674
FBgn0004625	norpA	-0.414791334	1.596759207
FBgn0004629	Cys	2.592862239	4.369877256
FBgn0004635	rho	3.510969526	6.304669633
FBgn0004636	R	1.384117988	3.486689371
FBgn0004638	drk	1.058662851	3.621866771
FBgn0004643	mit(1)15	0.556792984	2.16875056
FBgn0004644	hh	0.684477396	2.845138198
FBgn0004646	ogre	2.220252487	5.265187502
FBgn0004647	N	3.296129972	5.667252811
FBgn0004648	svr	0.872244638	2.32878815
FBgn0004649	yl	-1.898990858	-5.856619741
FBgn0004650	fs(1)N	-1.373529369	-0.068993041
FBgn0004652	fru	1.035914114	0.089799218
FBgn0004654	Pgd	-1.425059669	-0.57501659
FBgn0004655	wapl	0.248907837	2.56392437
FBgn0004656	fs(1)h	1.515301255	3.858783622
FBgn0004657	mys	1.095930502	3.962269241
FBgn0004666	sim	1.825901904	2.933912691
FBgn0004687	Mlc-c	0.860342549	2.604515225
FBgn0004698	mus210	0.118082656	2.507769452
FBgn0004777	Ccp84Ag	-0.729065856	-1.263837736
FBgn0004779	Ccp84Ae	-1.10757748	-2.564704216
FBgn0004780	Ccp84Ad	-1.01002217	-1.666025403
FBgn0004781	Ccp84Ac	-2.746987764	-2.800971712
FBgn0004782	Ccp84Ab	-0.162025264	-2.554056971
FBgn0004783	Ccp84Aa	-1.577062763	-2.143592202
FBgn0004784	inaC	0.645329658	-1.043095052
FBgn0004795	retn	2.304940028	4.327134779
FBgn0004797	mdy	2.89157562	5.076028099
FBgn0004811	fs(2)ltoPP43	1.304292741	3.515563124
FBgn0004828	His3.3B	2.173305536	5.035017933
FBgn0004832	Xpac	-0.964085886	1.000989952
FBgn0004834	Gprk2	2.114606746	4.415059174
FBgn0004837	Su(H)	1.472785787	3.374693058
FBgn0004838	Hrb27C	0.983405176	2.958260228
FBgn0004839	otk	3.622517857	5.675209692
FBgn0004841	Takr86C	1.24007318	1.983966306
FBgn0004842	NepYr	-0.577062763	-2.132593203
FBgn0004852	Ac76E	2.574940331	3.569431024
FBgn0004854	B-H2	1.974347178	3.352833624
FBgn0004855	RpII15	-0.387401543	1.58231547
FBgn0004856	Bx42	0.71933024	3.022685023
FBgn0004858	elB	2.417200868	4.120239166
FBgn0004859	ci	-3.929579178	-2.157027421
FBgn0004860	ph-d	2.484653022	4.041878588
FBgn0004861	ph-p	3.558413792	5.968851442
FBgn0004862	bap	2.573578655	4.680353567
FBgn0004863	C15	-1.451531881	-1.322731425
FBgn0004864	hop	1.232659174	3.904629261
FBgn0004865	Eip78C	2.903369154	4.235167116
FBgn0004867	sop	2.342766888	4.573016147
FBgn0004868	Gdi	-0.03078073	1.588788496
FBgn0004870	bab1	-1.136490172	-0.660463198
FBgn0004872	piwi	-1.69253998	-1.17371219
FBgn0004873	hts	2.2171277	4.436221875
FBgn0004875	enc	1.305580286	3.492923396
FBgn0004876	cdi	3.187410788	5.949955053
FBgn0004878	cas	-0.862464982	-1.156180023
FBgn0004880	scrt	2.408437667	4.479569959
FBgn0004882	orb	-0.430221375	1.352833624
FBgn0004885	tok	2.693791147	3.980367509
FBgn0004888	Scsalpha	0.431448737	2.301559747
FBgn0004889	tws	1.409998181	3.038596766
FBgn0004892	sob	0.780489242	3.064173411
FBgn0004893	bowl	2.812389326	4.810507645
FBgn0004895	fd64A	-0.384417685	-0.412701122
FBgn0004896	fd59A	-1.214492684	-1.507763319
FBgn0004897	fd96Ca	-2.036494382	-1.930100339
FBgn0004898	fd96Cb	1.422937237	2.276884771
FBgn0004901	Prat	1.880217185	3.732121099
FBgn0004903	Rb97D	2.408269187	4.439800097
FBgn0004907	14-3-3zeta	2.118612961	4.37065137
FBgn0004908	Arf84F	-0.38695988	1.788932739
FBgn0004910	Eip63F-1	0.580478514	0.448411284
FBgn0004913	Gnf1	-0.162025264	1.830575168
FBgn0004914	Hnf4	0.453310886	2.225776888
FBgn0004915	TfIIB	0.463867501	2.764029057
FBgn0004919	gol	2.456305987	4.360233536
FBgn0004921	Ggamma1	0.942546	2.982085401
FBgn0004924	Top1	2.220007557	4.877317725
FBgn0004926	eIF-2beta	1.019725173	3.646333311
FBgn0004956	os	0.695955731	1.227302742
FBgn0004957	por	0.028658298	1.308439505
FBgn0004959	phm	-0.162025264	0.022685023
FBgn0005198	gig	0.648818644	1.86940915
FBgn0005278	Sam-S	2.427125034	4.63324245
FBgn0005322	nmd	0.880285541	2.854764293
FBgn0005355	Su(fu)	0.26539596	1.801294125
FBgn0005386	ash1	0.80144886	2.967239903
FBgn0005390	fs(1)M3	-2.036494382	-2.613999512
FBgn0005391	Yp2	0.175009724	-0.939948125
FBgn0005410	sno	2.457835445	5.019077653
FBgn0005411	U2af50	0.089810936	1.522758626
FBgn0005427	ewg	0.434342	2.185106179
FBgn0005511	mid	2.7835458	4.86310666
FBgn0005533	RpS17	1.878528835	4.074955371
FBgn0005536	Mbs	1.712443854	4.407372901
FBgn0005558	ey	-1.314028357	-1.049264819
FBgn0005561	sv	0.466658615	2.485081423
FBgn0005563	cac	-4.726809882	-2.149666716
FBgn0005564	Shal	-0.668210651	1.974885444
FBgn0005585	Crc	3.31417659	5.660924392
FBgn0005586	Rab3	-0.461585546	-0.167998539
FBgn0005590	scw	1.422937237	0.265370783
FBgn0005592	btl	0.737045827	0.722590244
FBgn0005593	RpL7	1.408437667	4.03615579
FBgn0005596	yemalpha	-0.792791454	0.875399588
FBgn0005612	Sox14	0.432523286	2.208325067
FBgn0005613	Sox15	-0.113115663	0.367783966
FBgn0005614	trpl	-0.769707841	-1.843563588
FBgn0005616	msl-2	1.079452999	3.089260799
FBgn0005617	msl-1	0.899613802	3.229175157
FBgn0005619	Hdc	-1.833402516	-2.00471838
FBgn0005624	Psc	3.617723342	6.107162094
FBgn0005626	ple	0.422937237	0.318068206
FBgn0005629	nrm	1.400910931	3.258005703
FBgn0005630	lola	3.09235006	5.78854508
FBgn0005631	robo	1.33412797	3.953572516
FBgn0005632	faf	-0.83486052	-0.196059622
FBgn0005633	fln	-3.483953359	-4.170728332
FBgn0005634	zip	3.052868293	5.782405544
FBgn0005636	nvy	2.258932207	4.48370115
FBgn0005638	slbo	1.787211623	3.340196799
FBgn0005640	Eip63E	3.040689673	5.243604555
FBgn0005642	wdn	0.375631522	3.29143308
FBgn0005648	Pabp2	0.720842103	2.809211919
FBgn0005649	Rox8	1.154120479	3.189107678
FBgn0005654	lat	-1.214492684	-1.145417243
FBgn0005655	mus209	0.656427367	3.217904044
FBgn0005658	Ets65A	0.262472565	-0.952020957
FBgn0005659	Ets98B	1.230292159	2.037331799
FBgn0005660	Ets21C	1.145403262	2.063327007
FBgn0005664	Cry	-0.898990858	-1.359884424
FBgn0005666	bt	1.580478514	3.183612892
FBgn0005670	Cyp4d1	-0.939632842	-0.829369707
FBgn0005671	Vha55	1.467137041	3.493473064
FBgn0005672	spi	2.492688346	5.086775632
FBgn0005674	Aats-glupro	1.709818385	2.919180447
FBgn0005677	dac	-0.673278078	1.101648936
FBgn0005683	pie	-0.671390145	0.072725705
FBgn0005694	Aef1	-0.351996207	1.540460627
FBgn0005695	gcl	1.341026039	3.525504002
FBgn0005696	DNApol-alpha73	-0.111399191	0.095035867
FBgn0005771	noc	3.49350546	5.827339477
FBgn0005775	Con	3.398797883	5.371955778
FBgn0005777	PpD3	-1.577062763	-0.882794624
FBgn0005778	PpD5	-0.857170682	-2.044056528
FBgn0005779	PpD6	0.963505618	-0.275197598
FBgn0008635	betaCop	1.440215229	2.886145495
FBgn0008636	hbn	3.390003348	4.591693257
FBgn0008646	E5	-1.217520376	-0.506988718
FBgn0008649	dei	1.550692784	1.596104775
FBgn0008651	lbl	-1.898990858	-0.007913719
FBgn0008654	Su(z)2	2.339210585	4.871300713
FBgn0010014	CanB	-1.365558658	0.004910321
FBgn0010015	CanA1	-0.577062763	-0.482107129
FBgn0010019	Cyp4g1	-0.06248959	-0.168703496
FBgn0010038	GstD2	-2.299528787	-0.9389325
FBgn0010039	GstD3	2.319101426	2.492236681
FBgn0010040	GstD4	-0.686687254	-0.306129458
FBgn0010041	GstD5	1.769387651	0.980864847
FBgn0010042	GstD6	0.181929138	-0.942622259
FBgn0010043	GstD7	0.159902831	-1.848800237
FBgn0010044	GstD8	-0.69253998	-1.439724296
FBgn0010051	Itp-r83A	3.037815316	5.359538648
FBgn0010052	Jhe	1.044425614	-2.3696324
FBgn0010053	Jheh1	2.457702655	3.122220696
FBgn0010078	RpL23	0.882368856	3.357880959
FBgn0010083	SmB	-0.209330978	1.750593132
FBgn0010097	gammaTub37C	-2.050993951	-1.569998515
FBgn0010100	Acon	1.555831508	4.13813418
FBgn0010105	comm	3.013647534	5.26575188
FBgn0010109	dpn	3.370882901	5.525659683
FBgn0010110	east	2.309499427	4.747741165
FBgn0010113	hdc	3.390369375	5.698720017
FBgn0010114	hig	2.287282138	2.885773913
FBgn0010173	RpA-70	-0.071827455	1.739856747
FBgn0010194	Wnt5	3.772230231	6.14643125
FBgn0010197	Gyc32E	-2.577062763	-3.179661457
FBgn0010198	RpS15Aa	2.709614485	4.53466154
FBgn0010213	Sod2	-1.001560591	1.089799218
FBgn0010215	alpha-Cat	0.710513827	2.717406057
FBgn0010217	ATPsyn-beta	2.59202273	5.310853983
FBgn0010220	Dbp45A	-0.086737136	2.128273366
FBgn0010222	Nmdmc	-0.577062763	1.072725705
FBgn0010223	Galpha73B	2.162476775	2.866713027
FBgn0010225	Gel	0.98093269	2.533696472
FBgn0010226	GstS1	3.553295154	5.165555056
FBgn0010228	HmgZ	0.935969343	3.763529576
FBgn0010235	Klc	-0.18422101	2.028308418
FBgn0010238	Lac	2.520444711	4.714844175
FBgn0010240	Lcch3	-0.992100262	-0.829369707
FBgn0010241	Mdr50	-0.857170682	0.187774378
FBgn0010246	Myo61F	0.902105074	1.302792942
FBgn0010247	Parp	-1.69253998	-0.037956329
FBgn0010256	Rbp2	0.919504622	3.138433994
FBgn0010258	Rbp4	0.538414454	-0.394400305
FBgn0010263	Rbp9	1.479520765	2.120660182
FBgn0010265	RpS13	1.734226812	4.011505811
FBgn0010269	Dsor1	-0.277502481	0.135242189
FBgn0010278	Ssrp	0.126544234	2.185723638
FBgn0010280	Taf4	2.182917398	4.710618641
FBgn0010282	TfIIFalpha	-1.162025264	1.033076628
FBgn0010287	Trf	0.739410902	2.589872822
FBgn0010288	Uch	-1.470147559	1.466291674
FBgn0010292	bys	0.830441064	2.728930695
FBgn0010300	brat	3.141456077	5.226352037
FBgn0010303	hep	1.473122994	3.862751436
FBgn0010309	pigeon	0.032990719	2.48528392
FBgn0010313	corto	3.565726109	5.950326636
FBgn0010314	Cks30A	-0.072388051	1.899193286
FBgn0010315	CycD	1.477799172	3.675897253
FBgn0010316	dap	3.437941662	5.860301345
FBgn0010317	CycJ	0.13343062	-1.762643593
FBgn0010323	Gsc	-0.702593645	0.580785571
FBgn0010328	woc	0.936602769	3.322235902
FBgn0010329	Tbh	2.159902831	3.592299559
FBgn0010333	Rac1	1.183471302	2.951216641
FBgn0010339	128up	-0.021162728	1.969047059
FBgn0010340	140up	-0.175700201	0.995511623
FBgn0010341	Cdc42	1.098097547	3.766652116
FBgn0010342	Map60	0.938952384	3.032707772
FBgn0010348	Arf79F	0.979610693	3.376999935
FBgn0010350	CdsA	2.388018821	4.470291206
FBgn0010352	Nc73EF	2.576183497	4.335903228
FBgn0010355	Taf1	0.840393337	3.144247002
FBgn0010356	Taf5	0.622246045	2.419275768
FBgn0010357	betaTry	-0.483953359	-1.987016379
FBgn0010358	deltaTry		
FBgn0010359	gammaTry		
FBgn0010379	Akt1	0.675210948	2.820878373
FBgn0010380	Bap	0.224608521	2.356625203
FBgn0010382	CycE	2.692311026	4.557218096
FBgn0010383	Cyp18a1	1.977526089	3.189859413
FBgn0010387	Dbi	0.69857168	1.622020257
FBgn0010389	htl	1.991220997	3.765909607
FBgn0010391	Gtp-bp	1.096950926	3.635186207
FBgn0010395	betaInt-nu	-4.220918953	-0.317017774
FBgn0010397	LamC	2.222638587	3.03280924
FBgn0010398	Lrr47	-0.795242933	0.781070621
